district,population,hhid,subnatid1,subnatid2,age,hsize,welfare,whours,rooms,regioncode,geometry,hhweight
AEROPORTO INTERNACIONAL DE MAPUTO,5958,24,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,33,8,20407.158203125,50,5,100,32.569883174738|-25.9754843756433,49.0126032113151
AEROPORTO INTERNACIONAL DE MAPUTO,5958,25,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,25,8,20407.158203125,50,5,100,32.5749556114389|-25.9714349993993,58.6976011298359
AEROPORTO INTERNACIONAL DE MAPUTO,5958,26,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,1,8,20407.158203125,50,5,100,32.5884947337157|-25.9678757450658,45.1902486573833
AEROPORTO INTERNACIONAL DE MAPUTO,5958,27,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,4,8,20407.158203125,50,5,100,32.5824694309085|-25.9625437344643,48.2794003052023
AEROPORTO INTERNACIONAL DE MAPUTO,5958,28,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,7,8,20407.158203125,50,5,100,32.5662218140374|-25.9747261244453,51.3585170765453
AEROPORTO INTERNACIONAL DE MAPUTO,5958,29,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,68,8,20407.158203125,50,5,100,32.5982517070118|-25.9575654589931,47.8593288549679
AEROPORTO INTERNACIONAL DE MAPUTO,5958,30,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,18,8,20407.158203125,50,5,100,32.6046339943829|-25.9551289300827,51.880687761188
AEROPORTO INTERNACIONAL DE MAPUTO,5958,31,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,23,8,20407.158203125,50,5,100,32.5593382917497|-25.969615500725,40.6277430851067
AEROPORTO INTERNACIONAL DE MAPUTO,5958,166,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,57,6,29478.2890625,50,3,100,32.5742065675062|-25.9778043863395,36.2272275713589
AEROPORTO INTERNACIONAL DE MAPUTO,5958,167,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,17,6,29478.2890625,50,3,100,32.562091952829|-25.968377362954,48.1273253491377
AEROPORTO INTERNACIONAL DE MAPUTO,5958,168,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,27,6,29478.2890625,50,3,100,32.6098451638836|-25.9527382975569,44.7112194544171
AEROPORTO INTERNACIONAL DE MAPUTO,5958,169,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,34,6,29478.2890625,50,3,100,32.5915717334727|-25.9644836869174,43.1973045879509
AEROPORTO INTERNACIONAL DE MAPUTO,5958,170,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,1,6,29478.2890625,50,3,100,32.5747418687031|-25.9609663581859,46.2878241303724
AEROPORTO INTERNACIONAL DE MAPUTO,5958,171,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,1,6,29478.2890625,50,3,100,32.5891272532379|-25.9545142194575,40.0563128308549
AEROPORTO INTERNACIONAL DE MAPUTO,5958,650,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,25,4,7941.14501953125,50,3,100,32.5917973524779|-25.9551381634749,39.7139087207585
AEROPORTO INTERNACIONAL DE MAPUTO,5958,651,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,24,4,7941.14501953125,50,3,100,32.5907238268468|-25.9693627517746,50.8662638083351
AEROPORTO INTERNACIONAL DE MAPUTO,5958,652,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,1,4,7941.14501953125,50,3,100,32.606866250049|-25.9561366818916,51.0772543674248
AEROPORTO INTERNACIONAL DE MAPUTO,5958,653,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,10,4,7941.14501953125,50,3,100,32.5921035315666|-25.9710439071099,44.3607834535668
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1335,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,54,2,96453.8671875,50,7,100,32.5938792179951|-25.9567650765844,51.747102816889
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1336,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,50,2,96453.8671875,50,7,100,32.5938180037448|-25.9698512230508,48.8465901339173
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1625,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,54,1,46895.234375,36,2,100,32.5666299166481|-25.9715854497127,46.6561142467529
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1783,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,52,6,7343.30615234375,10,3,100,32.5768429011811|-25.9725229018727,36.5535293928394
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1784,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,13,6,7343.30615234375,50,3,100,32.6105756611751|-25.9467865343897,51.0756873566568
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1785,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,15,6,7343.30615234375,50,3,100,32.5656920200394|-25.9636945567033,53.6134995629247
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1786,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,22,6,7343.30615234375,60,3,100,32.5950821523652|-25.9783164825512,46.3980121746351
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1787,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,27,6,7343.30615234375,50,3,100,32.5874944102286|-25.9800757289792,44.9022781797548
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1788,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,5,6,7343.30615234375,50,3,100,32.5824061580576|-25.9766780349744,46.0725101631514
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1831,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,32,7,10051.58984375,34,5,100,32.5792036359106|-25.9662396087588,45.8802894203119
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1832,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,25,7,10051.58984375,50,5,100,32.5954227056774|-25.975382290678,38.4327988949532
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1833,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,3,7,10051.58984375,50,5,100,32.5550990702756|-25.9686595586385,41.4184540150805
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1834,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,79,7,10051.58984375,50,5,100,32.5849498925568|-25.959558857178,51.470340537144
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1835,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,67,7,10051.58984375,70,5,100,32.5885565860783|-25.9675059220858,44.9713007322842
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1836,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,22,7,10051.58984375,50,5,100,32.5750275510634|-25.9650901989872,43.8998325347834
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1837,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,21,7,10051.58984375,50,5,100,32.5941368466786|-25.9532368890722,48.7266470175675
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1843,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,88,2,24245.142578125,36,4,100,32.583620064403|-25.9608478566193,51.6070531011584
AEROPORTO INTERNACIONAL DE MAPUTO,5958,1844,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,20,2,24245.142578125,48,4,100,32.5773010946348|-25.9774719400463,41.2913850787144
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2050,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,43,4,35750,50,4,100,32.5964278302669|-25.9573999808941,45.7037690541894
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2051,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,38,4,35750,50,4,100,32.6004075999826|-25.9556671225565,42.3995302961214
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2052,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,3,4,35750,50,4,100,32.5700924613425|-25.9720756914387,46.75991630289
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2053,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,10,4,35750,50,4,100,32.565624897191|-25.9603783124373,52.9088587841729
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2200,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,34,5,24348.97265625,50,5,100,32.5702919882091|-25.9602598351619,51.5407109851628
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2201,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,33,5,24348.97265625,50,5,100,32.5779084323985|-25.9576649856431,46.6767032275519
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2202,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,5,5,24348.97265625,50,5,100,32.5697661934167|-25.9562598157105,44.7962339525563
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2203,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,8,5,24348.97265625,50,5,100,32.5782858272225|-25.9778660905624,42.6094628239809
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2204,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,72,5,24348.97265625,50,5,100,32.5911110139131|-25.9711889727552,35.5841035485477
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2262,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,86,1,136438.328125,50,4,100,32.6068194197353|-25.9545310965999,40.2162355403761
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2263,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,62,6,30377.5078125,50,5,100,32.5936624891319|-25.9775232490881,46.3613810084394
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2264,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,59,6,30377.5078125,50,5,100,32.5903896053971|-25.9642391122219,38.184970659796
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2265,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,22,6,30377.5078125,50,5,100,32.6103145652142|-25.9550437579506,47.6657644543274
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2266,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,39,6,30377.5078125,50,5,100,32.6091487894659|-25.9527276417806,47.8401905616239
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2267,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,9,6,30377.5078125,50,5,100,32.5790215105455|-25.9475919619733,41.4523224434288
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2268,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,21,6,30377.5078125,50,5,100,32.5833190133849|-25.9733645976541,46.5883828019277
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2342,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,79,1,40416.6875,36,2,100,32.5912452347096|-25.97663517968,48.4667662098892
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2503,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,62,2,14060.888671875,50,1,100,32.5877710335678|-25.978447904018,39.6383291339928
AEROPORTO INTERNACIONAL DE MAPUTO,5958,2504,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,44,2,14060.888671875,10,1,100,32.589122949906|-25.9611355349615,35.7007360358648
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3369,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,81,5,9353.412109375,50,4,100,32.5992194410602|-25.9697726868665,48.795425588656
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3370,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,4,5,9353.412109375,50,4,100,32.5973304335558|-25.9570670903897,51.4010771177151
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3371,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,10,5,9353.412109375,50,4,100,32.5700476785693|-25.9665055808,55.508420739642
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3372,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,20,5,9353.412109375,50,4,100,32.5828005083371|-25.95274643259,47.6578409987585
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3373,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,31,5,9353.412109375,50,4,100,32.6145721785162|-25.9465537669997,37.7850473209111
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3403,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,44,1,0,50,4,100,32.5857580914779|-25.9757832544186,39.9230376437466
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3429,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,38,1,43967.046875,50,4,100,32.5781953650459|-25.9509510011254,43.0691513758505
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3921,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,36,4,38001.7578125,53,7,100,32.5783328484454|-25.9758992069099,49.4629064511805
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3922,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,29,4,38001.7578125,30,7,100,32.5584550607122|-25.9686569306469,46.9951870788855
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3923,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,10,4,38001.7578125,50,7,100,32.5781117468235|-25.9556770966869,44.4695992399343
AEROPORTO INTERNACIONAL DE MAPUTO,5958,3924,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,11,4,38001.7578125,50,7,100,32.5715406149814|-25.9635686854388,40.7259313235466
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4260,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,53,2,23641.732421875,84,2,100,32.5594848473343|-25.9671996897295,49.0085451828773
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4261,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,35,2,23641.732421875,6,2,100,32.616318909844|-25.9486645658989,49.7941770559457
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4331,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,32,3,13537.955078125,50,3,100,32.5723151879126|-25.9741270584411,50.2753830213833
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4332,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,25,3,13537.955078125,50,3,100,32.5639792372816|-25.9585096729777,38.659067550457
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4333,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,5,3,13537.955078125,50,3,100,32.5976846933503|-25.9570168273433,49.7973037865093
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4521,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,28,3,9629.8876953125,70,1,100,32.5567824165573|-25.9627441260327,39.0554058350111
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4522,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,6,3,9629.8876953125,50,1,100,32.587611547926|-25.9526057232541,47.4888996304123
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4523,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,8,3,9629.8876953125,50,1,100,32.5655940907788|-25.9584528107586,51.2479141417053
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4528,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,87,1,39732.65234375,50,3,100,32.5699073181119|-25.9578806940541,42.1177920750613
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4627,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,26,1,269998,40,1,100,32.5758352674368|-25.9695829525573,49.8672981894193
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4628,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,55,2,18220.9296875,84,1,100,32.5916997193039|-25.9818942918072,43.3542763273865
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4629,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,44,2,18220.9296875,50,1,100,32.603959218569|-25.9569872225635,46.9554169902844
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4971,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,56,2,24447.349609375,70,3,100,32.5658589541613|-25.9578389945243,56.6534679659616
AEROPORTO INTERNACIONAL DE MAPUTO,5958,4972,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,80,2,24447.349609375,50,3,100,32.5730543841816|-25.9626028836064,45.0049183521509
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5202,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,26,1,19250,50,1,100,32.6009933454539|-25.9626210021212,41.5504687048874
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5293,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,47,11,7850.87451171875,21,4,100,32.592783919892|-25.9539832191639,43.3391514595104
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5294,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,9,11,7850.87451171875,50,4,100,32.5638852028004|-25.9720125974271,43.3649159046968
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5295,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,14,11,7850.87451171875,50,4,100,32.5799672457328|-25.9637916835471,49.2126114654106
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5296,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,21,11,7850.87451171875,50,4,100,32.5850706753369|-25.9804919010351,39.454134459467
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5297,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,24,11,7850.87451171875,54,4,100,32.5736783370734|-25.9700530284582,42.244248474384
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5298,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,28,11,7850.87451171875,10,4,100,32.5925535243994|-25.9692453479463,49.432767475092
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5299,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,0,11,7850.87451171875,50,4,100,32.5720883028264|-25.9670851711515,46.0346710755133
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5300,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,3,11,7850.87451171875,50,4,100,32.5994075239531|-25.9553903093343,57.733296510431
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5301,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,5,11,7850.87451171875,50,4,100,32.5638029760633|-25.9695084127259,46.6177000450578
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5302,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,8,11,7850.87451171875,50,4,100,32.5900236563952|-25.9573831746697,42.0047926685063
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5303,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,21,11,7850.87451171875,63,4,100,32.5968922652979|-25.9587035831871,40.5281696485911
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5401,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,37,3,12394.2353515625,50,2,100,32.5806336249522|-25.976619133712,51.6869787221828
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5402,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,41,3,12394.2353515625,30,2,100,32.5601709446328|-25.9630676783618,41.4892276672167
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5403,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,0,3,12394.2353515625,50,2,100,32.5637222363714|-25.959717140168,46.1494407965751
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5513,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,58,6,6013.94677734375,50,4,100,32.6076255961668|-25.9465681726672,42.2059987011065
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5514,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,21,6,6013.94677734375,50,4,100,32.5896238384691|-25.9660795137523,51.2953869845144
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5515,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,25,6,6013.94677734375,50,4,100,32.5879517434788|-25.9643317976212,48.8159216998015
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5516,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,0,6,6013.94677734375,50,4,100,32.6103472228927|-25.9462526253701,45.8820624080768
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5517,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,4,6,6013.94677734375,50,4,100,32.5774386240334|-25.9712910369603,52.7467502351777
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5518,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,6,6,6013.94677734375,50,4,100,32.5926927133137|-25.950836158124,37.6210843448072
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5561,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,53,9,10104.5947265625,50,4,100,32.5701640033847|-25.9582585211579,44.7376636853204
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5562,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,33,9,10104.5947265625,50,4,100,32.5793632173978|-25.9644630230345,38.8326671200938
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5563,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,4,9,10104.5947265625,50,4,100,32.5891923394408|-25.978013005648,46.5532538584274
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5564,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,7,9,10104.5947265625,50,4,100,32.5806485666191|-25.9530462072576,49.7526052805919
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5565,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,13,9,10104.5947265625,50,4,100,32.5696965065931|-25.9648064807511,47.1859034316713
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5566,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,27,9,10104.5947265625,50,4,100,32.5673427325061|-25.9602225238418,41.1085267755114
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5567,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,32,9,10104.5947265625,50,4,100,32.5738905486733|-25.9721259353746,43.7176798716268
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5568,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,21,9,10104.5947265625,50,4,100,32.5733263686252|-25.9663589211196,42.6265962498525
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5569,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,27,9,10104.5947265625,50,4,100,32.5966523736346|-25.9578832448902,43.1738153067469
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5603,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,50,7,23761.828125,50,5,100,32.6055374852403|-25.9591576706737,44.3596990300766
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5604,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,46,7,23761.828125,50,5,100,32.5973515372594|-25.9611471921917,49.0331835761968
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5605,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,7,7,23761.828125,50,5,100,32.5930963577644|-25.9633583312785,40.2857398795126
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5606,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,23,7,23761.828125,50,5,100,32.5929174441793|-25.9807497753095,43.1206999678542
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5607,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,19,7,23761.828125,50,5,100,32.5911018001089|-25.978009895623,52.4744797020487
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5608,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,17,7,23761.828125,50,5,100,32.5829901666818|-25.974795822069,49.4450006381121
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5609,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,23,7,23761.828125,50,5,100,32.588018124886|-25.9624042819041,49.5296421634518
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5741,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,32,9,8819.1904296875,84,4,100,32.5786040935666|-25.9537677680951,51.9723820033034
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5742,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,30,9,8819.1904296875,55,4,100,32.580286244712|-25.9620363247686,46.7715546448921
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5743,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,2,9,8819.1904296875,50,4,100,32.6035423227585|-25.9561928640218,50.0586097720183
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5744,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,7,9,8819.1904296875,50,4,100,32.5786009928396|-25.9519002981074,42.714670085856
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5745,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,11,9,8819.1904296875,50,4,100,32.595959004925|-25.970053358016,39.7067509408969
AEROPORTO INTERNACIONAL DE MAPUTO,5958,5746,11 – Maputo Cidade,100 - AEROPORTO INTERNACIONAL DE MAPUTO,14,9,8819.1904296875,50,4,100,32.5970755992188|-25.9662370059296,40.6431674782614
