latitude,longitude,rwi,error
12.1574857,-14.0515137,-0.653,0.342
12.3292689,-14.7106934,-0.641,0.344
11.7490585,-14.2053223,-0.741,0.343
12.4580325,-13.6560059,-0.484,0.378
12.6296178,-13.8317871,-0.539,0.341
11.9640971,-14.6667480,-0.690,0.356
12.3507339,-16.4685059,-0.501,0.348
11.7490585,-14.0734863,-0.871,0.344
12.5652867,-14.5129395,-0.680,0.343
11.8781020,-15.6555176,0.764,0.485
12.0070844,-15.1062012,-0.319,0.344
12.5652867,-14.3151855,-0.223,0.345
12.3078021,-14.6887207,-0.736,0.342
12.3507339,-14.7106934,-0.692,0.344
12.4794869,-14.1833496,-1.134,0.343
12.3078021,-14.1833496,-0.560,0.357
11.3400249,-15.3039551,-0.435,0.344
12.1789647,-14.6447754,0.212,0.520
11.9640971,-14.9523926,-0.447,0.343
11.7275454,-15.4357910,-0.883,0.344
12.1574857,-15.4797363,-0.661,0.359
11.8135879,-15.4138184,-0.028,0.346
12.4794869,-15.2160645,0.180,0.498
12.3936586,-15.8752441,-0.314,0.353
11.6199546,-14.8864746,-0.456,0.343
12.3292689,-14.0734863,-1.089,0.344
12.2219175,-16.0949707,-0.074,0.368
12.3078021,-16.6003418,-0.424,0.350
12.1360050,-15.3479004,-0.418,0.346
11.8781020,-15.0402832,-0.066,0.372
12.2648633,-14.0954590,-0.737,0.343
12.5009395,-14.1394043,-0.512,0.378
12.3507339,-16.5124512,-0.669,0.356
11.8350943,-15.9191895,-0.207,0.345
11.9426009,-16.0070801,-0.444,0.345
12.5867322,-14.7326660,-0.182,0.366
11.2753865,-16.2487793,-0.640,0.341
12.5438394,-14.6667480,-0.859,0.341
12.3936586,-14.4250488,-0.494,0.343
11.3615678,-15.8532715,-0.859,0.344
12.2004420,-14.8205566,-0.691,0.344
12.2863336,-16.0949707,-0.613,0.371
12.6081759,-14.1174316,-0.639,0.348
11.1029466,-14.9963379,-0.622,0.346
11.5338520,-14.8205566,-0.322,0.343
12.0500648,-15.4577637,-0.872,0.363
11.5984314,-14.8864746,-0.714,0.343
12.3292689,-15.4797363,-0.642,0.343
11.7920798,-14.7766113,-0.942,0.342
12.0930384,-15.7214355,0.329,0.465
11.6845141,-14.6667480,-0.803,0.343
11.2753865,-15.1281738,-0.251,0.360
12.0930384,-15.1501465,-0.920,0.405
12.1574857,-15.7214355,-0.318,0.382
12.4151184,-14.9743652,-0.057,0.344
12.2219175,-15.6555176,-0.723,0.345
12.2004420,-16.1169434,-0.732,0.351
11.9211029,-16.1828613,-0.518,0.378
12.3507339,-15.9851074,-0.522,0.345
12.1789647,-16.1389160,-0.867,0.344
12.1145226,-15.7214355,-0.185,0.473
11.5984314,-14.6667480,-0.275,0.454
11.2969342,-15.1940918,-0.373,0.344
11.7275454,-15.5017090,-0.622,0.345
11.2107336,-14.8645020,-0.122,0.343
12.1360050,-15.8972168,-0.313,0.344
11.8135879,-13.8537598,-0.231,0.346
12.0715524,-15.5236816,-0.160,0.344
11.4477230,-15.1721191,-0.713,0.342
11.1676236,-15.1062012,-0.553,0.343
12.4365763,-15.4577637,0.056,0.347
12.3936586,-14.3151855,-0.352,0.342
11.6845141,-14.0734863,-0.670,0.345
12.4365763,-16.1169434,-0.785,0.356
12.4151184,-14.8205566,-0.710,0.344
12.6724962,-14.6447754,-0.287,0.350
11.6845141,-14.2053223,-0.431,0.344
12.2863336,-14.5129395,-0.814,0.356
11.1029466,-14.9084473,-0.446,0.347
12.0930384,-15.5236816,-0.524,0.343
12.5867322,-14.2712402,-0.573,0.362
12.3292689,-15.2600098,-0.609,0.344
12.1360050,-15.3918457,-0.475,0.351
12.0930384,-15.5895996,-0.403,0.392
12.3721972,-14.6228027,-0.626,0.406
12.4580325,-16.0290527,-0.775,0.352
12.2863336,-14.2053223,-0.906,0.402
12.4794869,-14.6228027,-0.429,0.344
11.9640971,-14.6887207,-0.789,0.340
12.4365763,-14.6228027,-0.690,0.344
11.5338520,-15.3259277,-0.450,0.343
12.2004420,-15.5895996,-0.569,0.369
11.6414761,-14.3151855,-0.195,0.344
12.4151184,-13.9416504,-0.765,0.342
12.5867322,-13.8537598,-0.438,0.349
12.3507339,-14.2932129,-0.590,0.342
11.5553801,-14.9523926,-0.812,0.361
12.5867322,-15.2160645,-0.497,0.347
12.5223904,-14.8864746,-0.498,0.359
12.0070844,-15.0402832,-0.705,0.345
12.4151184,-15.1062012,-0.370,0.345
11.2322862,-15.1062012,-0.354,0.345
12.1145226,-14.8645020,-0.081,0.408
11.7060306,-14.6887207,-1.072,0.343
12.4794869,-15.4138184,-0.475,0.361
11.2538371,-15.6994629,-0.423,0.343
12.2004420,-15.8093262,-0.503,0.346
12.4580325,-14.8425293,-0.321,0.343
12.3936586,-16.2268066,-0.284,0.346
12.3078021,-13.9636230,-0.518,0.352
12.0930384,-15.9411621,-0.198,0.402
11.7705700,-15.7873535,-0.105,0.343
11.8350943,-15.0183105,-0.119,0.359
12.5009395,-14.7106934,-0.106,0.345
12.2863336,-14.0295410,-0.745,0.343
11.2969342,-15.8312988,0.614,0.464
11.5338520,-15.1281738,-0.799,0.342
12.2219175,-15.4797363,-0.420,0.353
12.2433913,-14.1174316,-0.539,0.342
11.8565990,-15.1721191,-0.074,0.344
11.9640971,-16.0510254,-0.695,0.344
11.9211029,-14.5788574,-0.203,0.339
12.4580325,-14.2272949,-0.660,0.344
11.8565990,-16.1389160,-0.280,0.362
11.7490585,-14.7985840,-0.462,0.357
11.0382553,-15.0622559,-0.661,0.452
11.9855916,-15.6335449,-0.925,0.424
12.0070844,-14.9084473,-0.836,0.343
12.5652867,-14.2712402,-0.443,0.377
12.5438394,-14.4470215,-0.779,0.345
11.7920798,-15.9191895,-0.291,0.380
12.4794869,-14.1394043,-0.643,0.367
11.9640971,-15.5236816,-0.538,0.438
12.3292689,-15.1940918,-0.717,0.342
12.1574857,-14.6667480,0.671,0.489
12.4151184,-16.1169434,-0.574,0.360
12.0715524,-15.1062012,-0.450,0.343
12.6296178,-14.2712402,-0.624,0.350
12.2648633,-14.2492676,-0.717,0.373
11.8135879,-14.0954590,-0.338,0.344
11.9211029,-14.6887207,-1.158,0.356
12.4151184,-15.5676270,-0.355,0.351
12.5652867,-14.8205566,-0.355,0.358
11.4261866,-15.3259277,-0.625,0.344
12.0285754,-15.3479004,0.003,0.396
12.2004420,-16.4245605,-0.804,0.347
12.4151184,-14.6228027,-0.748,0.344
12.1789647,-14.1833496,-0.012,0.340
12.6081759,-14.2932129,-0.620,0.348
11.9426009,-15.9631348,-0.507,0.346
12.5223904,-14.9304199,-0.531,0.344
11.7490585,-14.3371582,-0.663,0.341
12.4365763,-14.0954590,-0.508,0.344
11.8350943,-14.4250488,-0.844,0.341
12.3507339,-14.0515137,-0.812,0.342
11.3615678,-15.4797363,-0.820,0.343
11.4692577,-14.9304199,-0.076,0.346
12.0500648,-15.9411621,-0.525,0.344
11.5984314,-14.9304199,-0.327,0.343
12.2219175,-14.6008301,-0.507,0.348
12.1360050,-15.8752441,-0.494,0.345
12.5438394,-14.7106934,-0.586,0.342
12.2004420,-14.6887207,-0.336,0.352
11.7275454,-14.9304199,-0.581,0.342
11.5769066,-15.4797363,0.094,0.451
12.2648633,-14.0295410,-0.779,0.342
11.8350943,-14.2272949,-0.614,0.342
12.2433913,-15.6555176,-1.023,0.347
12.4365763,-16.2487793,-0.224,0.347
11.4907908,-15.3259277,-0.657,0.343
12.5223904,-14.1174316,-0.774,0.344
12.6081759,-14.0515137,-0.243,0.343
12.4151184,-13.6560059,-0.688,0.353
12.3292689,-13.9196777,-0.232,0.350
12.3507339,-16.1828613,-0.406,0.348
12.6510579,-14.5568848,-0.527,0.342
12.0930384,-15.8972168,-0.568,0.373
12.0500648,-15.7434082,-0.594,0.361
12.3292689,-13.8537598,-0.551,0.341
12.5652867,-14.8864746,-0.276,0.344
11.3831090,-14.7985840,-0.315,0.367
11.9426009,-14.5788574,-0.100,0.352
12.0285754,-15.6994629,-0.332,0.398
11.9640971,-15.1721191,-0.427,0.360
11.8565990,-14.1174316,-0.562,0.351
11.2753865,-15.1721191,-0.507,0.346
11.3184804,-15.2160645,-0.487,0.345
11.5338520,-15.1501465,-0.286,0.367
11.0382553,-15.0183105,-0.334,0.348
12.1360050,-15.7434082,-0.867,0.345
12.0070844,-15.4797363,-0.596,0.345
11.4261866,-15.4138184,-0.816,0.343
12.5438394,-15.3918457,-0.198,0.349
12.0285754,-15.1940918,-0.497,0.357
12.0070844,-14.8645020,-0.284,0.411
12.3507339,-16.1389160,-0.158,0.362
12.5438394,-14.3591309,-0.658,0.346
12.3507339,-16.5563965,-0.445,0.349
12.5438394,-13.9196777,-0.697,0.342
12.6296178,-14.0075684,-0.836,0.344
11.8565990,-16.0510254,-1.006,0.346
11.4261866,-14.9304199,-0.776,0.347
12.2219175,-14.1613770,-0.386,0.342
11.8135879,-15.9191895,-0.369,0.379
12.3721972,-15.6115723,-0.539,0.349
12.1145226,-14.9963379,-0.447,0.343
11.1245072,-15.1501465,-0.719,0.400
12.1574857,-16.0510254,-0.505,0.414
11.7705700,-16.0729980,-0.548,0.370
11.4692577,-15.1940918,-0.582,0.344
11.8996033,-15.6555176,0.413,0.478
11.3400249,-15.2600098,-0.440,0.344
11.4692577,-15.1721191,-0.414,0.359
11.3615678,-15.4577637,-0.367,0.343
12.4580325,-14.8645020,-0.773,0.343
11.7060306,-14.0515137,-0.710,0.346
12.1574857,-15.8312988,-0.264,0.346
11.8350943,-15.1721191,-0.664,0.343
12.0070844,-16.0729980,-0.318,0.345
11.9855916,-15.5017090,-0.875,0.361
12.1789647,-15.8312988,-0.437,0.346
11.6414761,-14.7546387,-1.016,0.343
11.2107336,-15.7434082,-0.381,0.344
12.2433913,-14.8645020,-0.642,0.344
11.8565990,-15.1501465,-0.273,0.359
11.5984314,-14.9523926,-0.421,0.351
11.4477230,-14.7985840,-0.581,0.344
11.7060306,-14.7546387,-0.935,0.343
12.2433913,-15.3259277,-0.127,0.341
12.3936586,-13.8098145,-0.171,0.344
12.5438394,-15.3479004,-0.416,0.351
12.4365763,-15.5676270,-0.373,0.350
12.3936586,-13.6779785,-0.623,0.345
12.0285754,-14.6228027,-0.137,0.339
11.8135879,-14.1394043,-0.538,0.344
11.5553801,-14.9743652,-0.481,0.356
12.3721972,-15.9411621,-0.185,0.344
11.2753865,-16.1828613,-0.473,0.340
12.3507339,-14.4250488,-0.846,0.341
11.7490585,-15.3479004,-0.635,0.344
12.2219175,-16.1389160,-0.306,0.352
11.8996033,-14.6228027,-0.454,0.341
12.2004420,-15.3039551,-0.405,0.342
12.1574857,-14.6887207,-0.894,0.455
12.3721972,-16.1169434,0.115,0.411
12.3936586,-15.9411621,-0.572,0.380
12.1574857,-14.3591309,-0.533,0.342
12.5009395,-14.6008301,-0.829,0.343
12.0715524,-15.0402832,-0.639,0.358
12.1360050,-15.5895996,-0.872,0.359
12.0500648,-14.6667480,-0.640,0.340
12.3078021,-14.2053223,-0.571,0.357
11.9211029,-14.9963379,-0.604,0.342
12.6296178,-14.1613770,-0.707,0.429
11.9426009,-14.9523926,-0.472,0.341
12.2433913,-15.4357910,-0.015,0.365
11.4477230,-14.9523926,-0.655,0.347
12.4365763,-16.1828613,-0.637,0.348
12.5438394,-15.2380371,-0.921,0.348
12.4151184,-14.3151855,-0.821,0.342
12.0500648,-14.9084473,-0.243,0.479
11.8996033,-16.1169434,-0.661,0.347
12.4365763,-15.3479004,-0.203,0.345
12.1574857,-14.8425293,-0.698,0.345
12.0715524,-15.0622559,-0.688,0.343
12.2863336,-14.7546387,-0.214,0.359
12.1360050,-15.0622559,-0.533,0.344
12.3292689,-15.5017090,-0.414,0.344
12.0070844,-16.3146973,-0.656,0.350
12.5652867,-14.2932129,-0.625,0.345
12.2648633,-14.4909668,-0.690,0.349
12.2004420,-16.4685059,-0.336,0.348
12.0285754,-15.4797363,-0.646,0.348
11.1029466,-15.1501465,-0.569,0.346
12.3078021,-14.5129395,-0.759,0.341
11.7705700,-15.3918457,-0.365,0.398
11.7705700,-14.0954590,-0.791,0.344
12.4365763,-15.2380371,-0.435,0.369
11.9211029,-15.1721191,-0.419,0.346
11.8565990,-15.7653809,-0.515,0.343
11.7705700,-14.1613770,-0.854,0.343
12.0070844,-16.1608887,-0.173,0.347
11.9640971,-15.6335449,-0.050,0.415
11.4477230,-15.1940918,-0.378,0.344
12.1145226,-15.4797363,-0.921,0.344
11.6199546,-14.8425293,-0.725,0.343
12.2433913,-15.7653809,-0.146,0.379
12.2648633,-14.5788574,-0.448,0.341
12.1789647,-16.1169434,-0.740,0.344
12.1145226,-15.0183105,-0.809,0.343
12.2433913,-15.5895996,-0.473,0.370
11.5984314,-14.9963379,0.383,0.527
12.5867322,-15.2600098,-0.580,0.350
11.1245072,-15.9191895,-0.171,0.344
11.8565990,-15.3039551,-0.387,0.346
11.4692577,-15.9411621,-0.366,0.344
11.9855916,-15.4577637,-0.656,0.382
12.2648633,-15.1501465,-0.695,0.344
11.5553801,-16.2927246,-0.845,0.346
12.2863336,-14.4250488,-0.441,0.342
12.5009395,-15.1940918,-0.512,0.361
12.2648633,-14.7985840,-0.581,0.343
12.6724962,-14.1174316,-0.714,0.353
12.0070844,-15.8972168,-0.205,0.362
11.1676236,-15.3698730,-0.871,0.350
12.5223904,-14.5788574,-0.082,0.342
12.3507339,-13.9636230,-0.654,0.344
12.3292689,-15.2380371,-0.666,0.343
11.4261866,-15.1940918,-0.149,0.351
12.0930384,-14.8425293,-0.451,0.375
12.4365763,-15.9851074,-0.505,0.344
12.2648633,-14.6008301,-0.569,0.356
11.2538371,-15.3698730,-0.407,0.347
12.2219175,-15.1940918,-0.320,0.455
12.3936586,-14.3591309,-0.837,0.343
12.2863336,-14.2272949,0.881,0.520
11.9640971,-14.6008301,-0.153,0.339
12.3292689,-15.1721191,-0.653,0.343
12.2219175,-15.3918457,-0.798,0.367
11.5123222,-15.2819824,-0.616,0.344
12.4365763,-14.3151855,-0.875,0.368
12.4580325,-14.7546387,-0.511,0.343
12.3507339,-15.7214355,-0.497,0.351
12.3292689,-16.3586426,-0.398,0.344
11.9640971,-16.0949707,-0.264,0.344
11.2753865,-14.8645020,-0.624,0.342
12.3078021,-14.2932129,-0.816,0.352
12.3507339,-15.9191895,-0.607,0.345
12.3292689,-14.6447754,-0.518,0.343
11.2969342,-15.8532715,-0.177,0.357
12.2219175,-15.8752441,-0.321,0.386
12.3292689,-15.4138184,-0.847,0.343
11.9855916,-14.6008301,-0.634,0.340
11.4692577,-14.9523926,-0.529,0.345
12.4365763,-15.3918457,-0.519,0.345
12.5867322,-15.0622559,-0.614,0.347
11.4907908,-15.1721191,-0.787,0.343
11.6845141,-14.6447754,-0.298,0.343
12.2863336,-13.9855957,-0.813,0.343
11.2969342,-15.2160645,-0.398,0.352
12.2648633,-15.5236816,-0.590,0.344
11.6414761,-14.7326660,-0.952,0.343
11.7705700,-14.7985840,-0.451,0.342
12.1145226,-16.1169434,-0.499,0.412
11.8565990,-13.7438965,-0.797,0.345
11.1460662,-15.0622559,-0.641,0.362
12.1574857,-15.9191895,-0.093,0.368
11.7490585,-14.7546387,-0.634,0.343
12.6510579,-14.7326660,-0.636,0.351
11.2753865,-15.1062012,-0.355,0.361
11.5123222,-14.7985840,-0.269,0.343
11.8350943,-15.6335449,-0.127,0.434
11.9426009,-14.7326660,-0.682,0.340
12.1145226,-14.4250488,-0.827,0.341
12.3936586,-14.7985840,-0.508,0.344
12.2433913,-15.3698730,-0.613,0.357
12.5867322,-15.0183105,-0.448,0.347
12.3936586,-15.3039551,-0.523,0.345
12.0070844,-16.1828613,-0.458,0.347
12.2863336,-14.6887207,-0.566,0.343
12.0285754,-14.9963379,-0.629,0.367
12.2648633,-14.7766113,-0.494,0.343
11.7705700,-14.8645020,-0.559,0.358
12.2433913,-16.1169434,-0.773,0.343
12.3078021,-13.7438965,-0.682,0.359
12.3507339,-15.8312988,-0.360,0.349
12.2004420,-15.2380371,-0.806,0.343
12.6296178,-14.2492676,-0.713,0.350
10.9735497,-15.0842285,-0.478,0.348
11.8135879,-15.1062012,-0.648,0.342
12.1360050,-15.8093262,-0.308,0.345
12.2004420,-15.1940918,-0.787,0.344
12.1789647,-14.3151855,-0.719,0.343
12.1789647,-15.7214355,-0.378,0.360
12.5438394,-14.3151855,-0.443,0.345
12.0930384,-14.6447754,-0.618,0.340
12.4365763,-15.1062012,-0.467,0.345
12.0500648,-14.8645020,-0.398,0.410
12.4365763,-13.9636230,-0.472,0.344
11.9426009,-13.7878418,-0.716,0.361
11.3184804,-15.1062012,-0.357,0.346
12.1789647,-15.2380371,-0.140,0.401
12.3507339,-15.5017090,-0.352,0.345
11.8565990,-15.8972168,-0.036,0.344
12.3936586,-15.2380371,-0.597,0.344
11.7705700,-15.2380371,-0.494,0.357
11.5338520,-14.9963379,-0.305,0.351
12.2648633,-15.1721191,-0.545,0.344
12.6510579,-14.7106934,-0.239,0.342
12.4365763,-14.1833496,-0.680,0.344
11.2322862,-16.2048340,-0.144,0.341
11.2107336,-15.3259277,-0.213,0.345
12.3721972,-15.6335449,-0.480,0.412
12.3507339,-14.0295410,-0.607,0.341
12.2433913,-15.1281738,-0.632,0.344
12.3936586,-14.3371582,-0.415,0.342
12.3507339,-14.6228027,-0.601,0.343
12.3721972,-14.0295410,-0.796,0.342
11.2969342,-14.9963379,-0.714,0.344
12.3292689,-14.5788574,-0.653,0.342
11.9426009,-14.9084473,-0.531,0.341
12.0070844,-15.9411621,-0.433,0.348
12.6724962,-14.9304199,-0.501,0.354
12.1145226,-14.7546387,-0.484,0.424
12.0500648,-15.1940918,-0.692,0.345
12.3292689,-15.8093262,-0.671,0.348
11.8781020,-15.0842285,-0.260,0.344
12.0930384,-15.4577637,-0.502,0.343
12.3936586,-16.2048340,-0.135,0.524
11.8135879,-14.8425293,-0.554,0.357
12.0715524,-16.2268066,0.047,0.423
12.1789647,-14.5349121,-0.275,0.356
12.2004420,-15.0622559,-0.313,0.345
11.9640971,-15.4577637,-0.535,0.371
12.4365763,-16.0290527,-0.539,0.344
11.9211029,-14.6667480,-0.940,0.341
12.5009395,-14.2272949,-0.672,0.343
12.1789647,-15.5017090,-0.884,0.344
11.8996033,-15.8093262,-0.243,0.378
12.3292689,-14.8864746,-0.704,0.344
11.4046486,-14.9523926,-0.473,0.346
11.1891794,-15.1940918,-0.501,0.347
12.0285754,-14.7985840,-0.443,0.356
12.0285754,-14.2492676,-0.380,0.341
12.2648633,-14.2712402,-0.922,0.343
12.4365763,-14.6008301,-0.266,0.352
11.3400249,-15.1501465,-0.191,0.345
12.2648633,-15.5676270,-0.491,0.345
11.9855916,-15.1501465,-0.087,0.360
11.2107336,-15.1501465,-0.856,0.347
12.0070844,-14.6887207,-0.884,0.341
12.4151184,-15.2819824,-0.512,0.345
11.9211029,-15.8312988,-0.242,0.421
12.3292689,-14.6887207,-0.450,0.342
12.2648633,-15.6115723,-0.643,0.369
12.0070844,-15.2160645,-0.452,0.344
11.3400249,-15.5017090,-0.536,0.345
11.8350943,-15.0402832,-0.521,0.346
12.6296178,-14.6887207,-0.025,0.338
12.4794869,-14.2492676,-0.453,0.344
12.2648633,-14.3151855,-0.927,0.343
11.4477230,-14.9743652,-0.161,0.346
11.4046486,-15.3918457,-0.736,0.343
12.2004420,-15.4797363,-0.625,0.343
12.3721972,-15.6994629,-0.848,0.351
12.4365763,-15.5236816,-0.225,0.420
12.1789647,-14.3591309,-0.715,0.342
11.4261866,-15.0402832,-0.334,0.347
12.4794869,-14.8205566,-0.609,0.343
12.2648633,-15.0842285,-0.554,0.343
12.5009395,-15.5017090,-0.288,0.351
12.6081759,-14.1833496,-0.503,0.349
12.0715524,-15.2380371,-0.899,0.344
11.9855916,-14.6887207,-0.471,0.341
11.9640971,-15.6774902,-0.924,0.370
11.8996033,-14.8864746,-0.558,0.340
11.2538371,-15.1281738,-0.669,0.347
12.6296178,-14.2272949,-0.455,0.374
12.2004420,-15.9411621,-0.481,0.344
12.0070844,-15.3039551,-0.060,0.370
12.2648633,-14.3371582,-0.597,0.367
11.7490585,-14.0954590,-0.258,0.344
12.2004420,-16.0949707,-0.428,0.351
11.3184804,-14.8425293,-0.454,0.395
12.0715524,-14.8864746,-0.590,0.343
12.4365763,-16.0949707,-0.630,0.348
11.3184804,-15.0622559,-0.370,0.345
12.3721972,-15.2600098,-0.843,0.344
11.3615678,-15.1501465,-0.421,0.370
11.2322862,-15.6994629,-0.463,0.344
12.3507339,-13.8317871,-0.330,0.342
12.2004420,-14.1833496,-0.890,0.350
12.6510579,-14.9963379,-0.660,0.350
12.3078021,-14.5349121,-0.490,0.342
12.2648633,-15.3039551,-0.498,0.343
12.3936586,-14.0075684,-0.423,0.343
12.4580325,-14.3811035,-0.941,0.343
12.4580325,-14.2712402,-0.593,0.361
12.0715524,-14.8425293,-0.456,0.342
12.5009395,-15.1501465,-0.540,0.346
12.6724962,-14.8425293,-0.430,0.350
11.9855916,-15.5236816,-0.257,0.347
11.9640971,-15.4138184,-1.185,0.348
12.5009395,-14.9963379,-0.663,0.344
12.0500648,-15.7873535,-0.694,0.346
12.2004420,-16.0510254,-0.556,0.343
11.7705700,-14.1174316,-0.619,0.345
12.0715524,-15.8312988,-0.491,0.344
12.0500648,-14.6447754,-0.638,0.340
11.9211029,-14.8425293,-0.774,0.340
12.0285754,-15.3698730,-0.461,0.443
11.2322862,-15.0842285,-0.535,0.345
12.4580325,-14.5349121,-0.502,0.343
12.0070844,-14.2492676,-0.040,0.350
11.3831090,-15.2600098,-0.505,0.343
12.2433913,-14.5788574,-0.664,0.364
12.3292689,-15.5456543,-0.841,0.345
12.2433913,-16.4904785,-0.571,0.347
12.3721972,-14.6887207,-0.756,0.455
12.1145226,-15.5236816,-0.363,0.353
12.3078021,-14.3591309,-0.644,0.344
12.2648633,-15.6994629,-0.266,0.348
11.1245072,-15.2380371,-0.721,0.348
11.4046486,-15.2380371,-0.544,0.342
11.3615678,-15.0842285,-0.553,0.346
12.0070844,-16.0510254,-0.508,0.358
11.7705700,-14.9084473,-0.517,0.343
11.5123222,-15.1062012,-0.068,0.412
12.1789647,-15.6994629,-0.613,0.346
12.2863336,-15.6335449,-0.320,0.346
12.3292689,-14.0954590,-0.949,0.342
12.5438394,-15.0622559,-0.509,0.345
11.3615678,-15.2380371,-0.740,0.345
12.3507339,-14.2712402,-0.420,0.342
12.1145226,-14.9084473,-0.554,0.343
12.3292689,-14.1394043,-0.749,0.342
12.5009395,-14.7546387,-0.129,0.357
12.2219175,-15.6994629,-0.548,0.361
11.6629959,-15.1940918,-0.573,0.343
11.5984314,-15.9411621,-0.448,0.348
12.3078021,-15.1062012,-0.342,0.341
11.7275454,-15.1501465,-0.200,0.357
12.5223904,-14.1394043,-0.807,0.343
12.0285754,-14.1394043,-0.545,0.342
12.4151184,-14.4250488,-0.290,0.343
12.2863336,-14.2932129,-0.844,0.366
12.5009395,-14.4250488,-0.286,0.345
11.8781020,-14.9523926,-0.515,0.341
11.3184804,-15.1721191,-0.598,0.346
11.1891794,-15.1721191,-0.661,0.346
11.9211029,-14.2272949,-0.704,0.361
11.9426009,-16.1169434,-0.540,0.344
12.6724962,-14.4250488,-0.560,0.351
11.9640971,-15.8093262,-0.156,0.370
12.3292689,-14.3151855,-0.511,0.341
11.5769066,-14.9523926,-0.127,0.351
12.4151184,-13.9196777,-0.702,0.342
12.2433913,-16.4465332,-0.466,0.347
11.8565990,-14.4470215,-0.453,0.341
11.7705700,-15.9411621,-0.337,0.367
12.4365763,-14.0075684,-0.522,0.343
11.7490585,-14.8645020,-0.591,0.344
11.4692577,-15.3259277,-0.584,0.344
12.1145226,-16.2268066,-0.524,0.363
12.0715524,-15.0842285,-0.847,0.343
11.8996033,-15.8532715,0.127,0.454
12.3507339,-15.5676270,-0.334,0.347
12.6724962,-14.9963379,-0.470,0.356
12.0070844,-14.9304199,-0.401,0.343
12.0285754,-15.7214355,-0.543,0.373
11.3831090,-15.4357910,-0.940,0.343
12.3936586,-15.6335449,-0.508,0.348
11.9426009,-16.2048340,-0.522,0.388
12.2648633,-14.4250488,-0.169,0.393
12.5438394,-14.1613770,-0.690,0.396
12.1145226,-15.0622559,-0.542,0.344
11.7920798,-14.9084473,-0.735,0.343
12.0070844,-15.3698730,-0.253,0.345
12.2863336,-16.6003418,-0.246,0.407
12.1789647,-14.6667480,0.468,0.507
12.0715524,-15.2600098,-0.857,0.345
11.1676236,-15.2600098,-0.213,0.347
12.1574857,-14.5568848,-0.620,0.341
12.5223904,-14.2492676,-0.643,0.344
12.6081759,-14.7766113,-0.067,0.343
12.0285754,-15.2380371,-0.183,0.357
12.6724962,-14.6228027,-0.398,0.356
12.3721972,-15.3918457,-0.527,0.344
11.9211029,-14.7766113,-0.583,0.341
12.2863336,-14.6228027,-0.602,0.342
12.3292689,-14.2932129,-0.677,0.387
12.2648633,-13.9636230,-0.727,0.346
11.7490585,-14.9084473,-0.469,0.343
11.1460662,-16.1389160,-0.833,0.342
12.5438394,-13.8098145,-0.476,0.343
12.0070844,-14.7106934,-0.727,0.350
12.5867322,-14.7546387,-0.601,0.343
11.6845141,-15.5236816,-1.046,0.346
11.5769066,-14.6667480,-0.363,0.455
11.5553801,-15.5456543,-0.350,0.341
11.8781020,-15.3479004,-0.164,0.370
12.3292689,-15.9631348,-0.892,0.347
12.6510579,-14.2053223,-0.307,0.351
10.9735497,-15.0622559,-0.975,0.349
11.3831090,-15.1062012,-0.170,0.347
12.4580325,-15.4577637,-0.523,0.345
11.3831090,-15.0402832,-0.653,0.345
12.5009395,-14.1613770,-0.590,0.343
12.2004420,-15.3698730,-0.635,0.342
12.2863336,-14.2712402,-0.516,0.371
12.2648633,-14.0734863,-0.445,0.342
12.0285754,-15.1281738,-0.538,0.376
11.5553801,-15.1501465,-0.783,0.342
12.3936586,-15.2600098,-0.593,0.344
12.1789647,-14.3371582,-0.392,0.342
12.5223904,-14.3591309,-0.315,0.346
12.4151184,-15.3259277,-0.536,0.362
11.5123222,-15.3039551,-0.494,0.358
12.5652867,-13.9416504,-0.493,0.341
12.4794869,-15.1501465,-0.765,0.345
12.2433913,-14.2053223,-0.430,0.390
12.2433913,-15.1940918,-0.370,0.352
11.9855916,-16.0729980,-0.318,0.410
11.9640971,-15.5895996,-0.459,0.379
12.3936586,-15.1721191,-0.923,0.345
12.3078021,-15.8532715,-0.438,0.364
11.7705700,-14.0515137,-0.657,0.344
11.2753865,-15.2380371,-0.169,0.424
12.6510579,-14.6887207,-0.682,0.341
11.2969342,-15.4138184,-0.408,0.346
12.0930384,-15.8093262,-0.596,0.386
12.3936586,-15.8972168,-0.344,0.372
12.3078021,-15.3479004,-0.261,0.375
12.3936586,-14.1394043,-0.686,0.358
11.2107336,-15.1281738,-0.797,0.347
11.8350943,-15.8972168,-0.348,0.358
12.0500648,-15.9191895,-0.804,0.344
11.7275454,-14.1613770,-0.815,0.344
11.7705700,-15.2600098,-0.533,0.342
12.3721972,-14.6447754,-0.453,0.343
12.6081759,-14.9963379,-0.683,0.347
12.4365763,-14.5788574,-0.544,0.344
11.8135879,-15.6555176,-0.097,0.343
12.0715524,-16.0729980,-0.672,0.358
11.0166883,-14.9743652,-0.936,0.350
11.3400249,-15.2380371,-0.478,0.345
12.4151184,-14.0954590,-0.316,0.343
12.3936586,-15.6115723,-0.451,0.372
12.2863336,-14.0075684,-0.602,0.343
11.8135879,-15.7653809,-0.285,0.343
11.9855916,-16.1169434,-0.657,0.347
11.5338520,-14.7766113,-0.019,0.446
12.1360050,-14.0515137,-0.443,0.342
12.3078021,-14.7106934,-0.786,0.359
12.3507339,-14.3811035,-0.637,0.342
12.4151184,-15.2600098,-0.553,0.345
