latitude,longitude,rwi,error
12.9724418,-6.9763184,0.013,0.283
13.9767151,-7.9211426,-0.649,0.289
15.2099875,-0.3405762,-0.383,0.252
15.8662413,1.0656738,-0.589,0.257
13.4644216,-9.1955566,-0.436,0.263
12.3507339,-6.0534668,-0.641,0.260
14.6367386,-8.0529785,-0.019,0.292
12.8653594,-5.7897949,0.182,0.268
13.7633955,-4.4714355,-0.278,0.269
13.1650736,-4.4494629,-0.577,0.262
16.2463197,-0.0549316,0.623,0.438
11.8565990,-7.9870605,-0.492,0.261
13.0794780,-7.0642090,-0.567,0.305
15.4642688,-3.3508301,-0.695,0.257
13.1008797,-5.4821777,-0.914,0.264
13.7420528,-7.8332520,-0.462,0.273
11.3615678,-6.6247559,-0.991,0.284
15.2947823,-11.7883301,-0.685,0.264
13.4857894,-5.3283691,-0.275,0.264
12.8867796,-4.9548340,-0.726,0.272
14.4878712,-10.3820801,-0.574,0.273
14.2963234,-4.4934082,-0.410,0.256
14.4453192,-4.9328613,-0.190,0.330
13.1008797,-4.4055176,-0.572,0.276
12.7796606,-9.5910645,-0.728,0.275
14.6154780,-11.3488770,-0.736,0.325
11.6845141,-6.8225098,0.023,0.409
13.6566625,-4.8889160,-0.537,0.260
14.4665962,-4.4274902,-0.458,0.259
14.5729506,-4.2077637,-0.519,0.265
10.9088300,-5.8117676,-0.444,0.259
11.5338520,-5.6359863,-0.891,0.264
14.4665962,-3.3068848,0.261,0.378
16.2463197,-4.4274902,-0.450,0.270
13.5498812,-8.4704590,-0.593,0.278
11.4261866,-7.3937988,-0.603,0.276
13.0152618,-5.7897949,-0.313,0.316
16.7309063,-2.6257324,-0.389,0.275
13.6993616,-4.8010254,-0.386,0.266
15.4642688,-1.3952637,-0.362,0.245
14.4453192,-4.2517090,-0.744,0.317
13.9767151,-7.5915527,-0.855,0.281
13.3575541,-6.7126465,-0.336,0.313
13.5925995,-8.5803223,-0.485,0.264
12.2219175,-5.5041504,-0.644,0.262
16.7098626,0.1208496,-0.697,0.279
11.5553801,-7.4377441,-0.508,0.263
12.9938527,-11.1511230,-0.201,0.269
14.5516838,-10.4040527,-0.791,0.276
12.7582314,-4.9768066,-0.351,0.290
12.9296144,-9.1296387,-0.554,0.277
13.4003068,-6.3610840,0.528,0.385
15.5277906,2.5598145,-0.808,0.265
15.1887835,-7.4377441,-0.405,0.286
14.1046123,-4.0759277,-0.718,0.300
14.8067491,-4.0979004,-0.439,0.259
11.9426009,-8.6022949,-0.634,0.276
15.4854449,3.0212402,-0.457,0.262
10.9951198,-6.6467285,-0.624,0.261
14.5729506,-5.8337402,-0.867,0.274
12.2433913,-7.8991699,-0.519,0.288
14.8492310,-2.0764160,-1.084,0.247
12.0070844,-4.9987793,-0.675,0.260
10.7793483,-7.3718262,-0.836,0.262
13.4003068,-7.5036621,-0.732,0.275
11.4046486,-7.5036621,0.786,0.456
15.4854449,-3.7683105,-0.705,0.265
13.1222796,-4.3835449,-0.352,0.398
13.9127399,-3.1970215,-0.071,0.276
11.8350943,-7.7893066,-0.241,0.351
13.5498812,-3.7023926,0.036,0.276
14.2324377,-3.2189941,-0.055,0.258
12.4794869,-10.9313965,-0.518,0.257
13.6566625,-12.0300293,-0.128,0.253
11.1029466,-6.0754395,-0.523,0.278
12.8010881,-4.7351074,-0.506,0.257
12.6296178,-5.8557129,-0.849,0.296
14.2111385,-7.7893066,-0.610,0.273
14.4878712,-5.8117676,-0.422,0.275
12.1574857,-5.3283691,-0.305,0.302
12.1789647,-4.8010254,0.946,0.401
12.7796606,-5.5041504,-0.612,0.270
16.3306825,-0.0329590,-0.401,0.292
15.2311894,-2.2082520,-1.019,0.245
11.4046486,-5.5700684,-0.552,0.275
11.1460662,-5.8557129,-0.571,0.277
11.6845141,-8.7341309,0.332,0.502
13.7207082,-3.5485840,-0.586,0.257
15.4007275,-4.0100098,-0.111,0.278
13.6993616,-11.3488770,-0.772,0.256
11.3184804,-6.9323730,-0.801,0.274
15.1675773,-10.6677246,-0.455,0.269
11.2538371,-8.3386230,-0.660,0.259
14.7217604,-5.5261230,-0.094,0.265
15.0615146,-8.7780762,-0.514,0.277
15.2099875,-7.3937988,-0.619,0.294
16.2885057,-5.1306152,-0.627,0.264
11.0598206,-6.8664551,-0.652,0.263
13.5925995,-4.5373535,-0.466,0.261
15.4642688,-9.4152832,-0.575,0.284
14.3814760,-4.1638184,-0.371,0.264
15.1251586,-9.9645996,-0.801,0.291
16.0563712,-3.0651855,-0.195,0.261
12.7368003,-9.7668457,-0.430,0.276
11.7275454,-5.6140137,-0.485,0.279
12.9081979,-4.8449707,-0.334,0.280
13.3361750,-4.7351074,-0.634,0.263
12.6510579,-4.9328613,-0.766,0.295
13.0366691,-4.7790527,-0.585,0.260
13.4003068,-6.0754395,-0.592,0.269
12.2648633,-6.0754395,-0.752,0.261
14.9341696,-3.3728027,-0.276,0.254
11.9855916,-7.9650879,-0.610,0.332
14.4665962,-4.5812988,-0.596,0.258
11.4692577,-7.3718262,-0.423,0.266
13.8914108,-5.1086426,-0.488,0.260
16.3306825,-4.9548340,-0.085,0.263
15.3583559,0.0109863,-0.560,0.293
13.5712413,-9.1076660,-0.589,0.264
12.2863336,-8.1628418,-0.492,0.341
14.5942153,-6.1413574,-0.558,0.283
12.8010881,-7.0642090,-0.669,0.274
16.6256648,-0.2307129,-0.614,0.269
12.6081759,-5.1525879,-0.313,0.261
13.3789314,-5.7238770,-0.453,0.301
14.4027591,-2.1203613,-0.955,0.248
13.3147939,-6.4929199,0.064,0.331
12.2648633,-8.7561035,-0.514,0.269
12.5652867,-6.3171387,-0.776,0.267
12.2219175,-6.5588379,-0.291,0.292
11.4477230,-6.2951660,-0.212,0.269
12.0285754,-5.7458496,-0.541,0.264
11.3184804,-7.1081543,-0.644,0.268
12.8653594,-7.8771973,0.170,0.323
12.6510579,-5.7019043,0.433,0.363
12.0070844,-6.0974121,-0.752,0.286
12.9081979,-5.4821777,-1.009,0.265
13.5285192,-6.7346191,-0.771,0.282
15.2099875,-9.8767090,-0.918,0.294
14.4453192,-4.7131348,-0.542,0.256
12.1789647,-6.8884277,-0.462,0.265
11.6845141,-6.0754395,-1.000,0.264
12.5652867,-7.9650879,1.304,0.430
12.4794869,-11.1071777,-0.677,0.275
15.7816814,0.4064941,-0.400,0.288
15.1887835,-10.6896973,-0.355,0.359
16.0352546,-3.3728027,-0.752,0.281
14.4878712,-2.1862793,-0.062,0.244
12.9510290,-9.6789551,-0.548,0.261
13.0580745,-10.6677246,-0.783,0.259
12.7796606,-6.9982910,-0.208,0.360
14.3176146,-9.9645996,-0.534,0.268
12.4794869,-10.5578613,-0.083,0.273
14.4878712,-9.6130371,-0.536,0.297
12.6510579,-10.8435059,-0.063,0.307
12.6296178,-5.6579590,-0.820,0.270
12.4365763,-7.9650879,-0.093,0.319
12.4794869,-5.3942871,-0.602,0.261
10.2176252,-7.0202637,-0.636,0.254
12.6296178,-9.4152832,-0.007,0.256
12.3292689,-6.6027832,-0.343,0.271
14.4027591,-2.1643066,-0.714,0.247
14.8067491,-4.5373535,-0.245,0.259
14.1685340,-7.7893066,-0.780,0.273
11.0598206,-6.5808105,-0.361,0.261
11.2322862,-7.9870605,-0.368,0.294
11.3400249,-5.7678223,-0.394,0.367
12.3936586,-6.1853027,-0.723,0.267
10.5850215,-7.5256348,-0.607,0.266
11.1891794,-5.3503418,-0.698,0.260
13.4644216,-5.5920410,-0.355,0.266
10.8225151,-6.6687012,-0.519,0.255
14.4665962,-8.9978027,-0.462,0.287
13.8487469,-10.4919434,-0.694,0.285
13.0580745,-11.2170410,-0.418,0.286
12.9296144,-8.8879395,-0.806,0.272
11.5984314,-7.8332520,-0.285,0.263
16.8150577,-2.5158691,-0.440,0.288
12.7368003,-7.3059082,0.035,0.361
12.3936586,-4.5812988,-0.101,0.258
15.6124559,-4.4055176,-0.328,0.274
14.2537350,-2.2741699,-0.034,0.247
14.6154780,-7.9870605,-0.096,0.298
14.5942153,-3.5266113,-0.665,0.258
13.2292507,-5.7678223,-0.501,0.268
14.0619878,-3.1750488,-0.196,0.257
14.9341696,-9.1296387,-0.597,0.296
14.6579971,-4.4714355,-0.660,0.260
13.4430519,-8.9758301,-0.792,0.270
13.2078602,-6.6687012,-0.252,0.290
16.8991717,-2.0324707,-0.150,0.282
14.6367386,-3.1750488,0.048,0.256
10.6929962,-5.6799316,-0.320,0.256
11.7705700,-5.9655762,-0.595,0.295
14.2963234,-3.9660645,-0.621,0.258
15.0615146,-9.7448730,-0.616,0.279
13.6780130,-5.9216309,-0.691,0.293
15.7605359,-4.9548340,-0.450,0.271
12.4580325,-5.8776855,-0.784,0.265
11.2538371,-6.9982910,-0.521,0.272
14.7217604,-9.1955566,-0.579,0.277
14.8279911,-3.6584473,-0.786,0.262
12.6296178,-6.8884277,-0.113,0.358
14.8704688,-8.7121582,-0.325,0.274
16.1408153,-0.7580566,-0.747,0.251
11.0382553,-6.6906738,-0.474,0.263
13.9767151,-4.7351074,-0.509,0.259
14.8492310,-6.4270020,-1.190,0.274
13.4216803,-7.3937988,-0.398,0.274
13.9553920,-4.1418457,-0.641,0.262
12.5223904,-7.4597168,-0.540,0.280
12.9296144,-6.6687012,-0.787,0.276
12.3292689,-7.8552246,-0.411,0.261
14.0193555,-10.6018066,-0.464,0.287
13.7207082,-5.7019043,-0.545,0.267
10.3041101,-6.0534668,-0.865,0.252
13.6993616,-5.7238770,-0.746,0.269
16.3517676,-3.4606934,-0.342,0.276
12.8653594,-9.8327637,-0.466,0.268
10.9735497,-6.5148926,-0.761,0.263
13.6993616,-5.1965332,-0.398,0.259
12.2004420,-6.2951660,-0.439,0.264
16.8781467,-0.3625488,-0.651,0.277
12.6510579,-5.2404785,-0.804,0.274
13.3361750,-4.5812988,-0.503,0.277
13.9767151,-7.4597168,-0.147,0.293
14.6792536,-3.8562012,-0.583,0.259
12.5652867,-4.8889160,-0.603,0.278
13.1008797,-5.9655762,-0.342,0.291
14.2750302,-3.2629395,-0.886,0.254
12.2219175,-8.4265137,-0.570,0.282
14.6579971,-3.0871582,-0.321,0.269
11.0598206,-5.9655762,-0.192,0.259
12.6296178,-6.3610840,-0.404,0.292
16.7940233,-2.2961426,-0.614,0.277
13.5071552,-8.3166504,-0.932,0.266
10.7577626,-5.7019043,-0.624,0.282
11.2538371,-6.0974121,-0.229,0.270
14.1898373,-5.7019043,-0.529,0.269
15.8028247,0.2966309,-0.789,0.265
15.2735868,-9.3713379,-0.617,0.275
12.9938527,-6.2072754,-0.443,0.268
14.3601909,-3.1750488,-0.710,0.254
13.9127399,-3.1311035,-0.192,0.265
10.9735497,-7.7893066,-0.775,0.273
12.2863336,-6.0974121,-0.587,0.263
13.2506393,-8.0090332,-0.719,0.298
12.5223904,-7.7014160,0.108,0.267
11.4907908,-7.1960449,-0.606,0.281
12.0500648,-7.7453613,-0.483,0.278
12.7796606,-9.6569824,-0.447,0.261
13.6566625,-11.1511230,-0.726,0.267
15.6336167,-3.5925293,-0.203,0.273
13.5285192,-7.2399902,-0.639,0.292
14.1472288,-2.9992676,-0.525,0.260
14.4665962,-4.5593262,-0.433,0.274
15.8873757,-4.0319824,-0.550,0.281
12.3721972,-9.7009277,-0.608,0.262
12.2004420,-8.2507324,-0.915,0.335
18.4691886,1.3732910,-0.055,0.279
14.1685340,-8.2507324,-0.680,0.276
13.1650736,-6.7785645,-0.577,0.290
14.5942153,-4.7790527,-0.704,0.257
13.1008797,-11.0412598,-0.569,0.273
13.6566625,-6.4050293,-0.781,0.288
14.3814760,-6.0974121,-0.369,0.281
14.5729506,-3.3728027,-0.384,0.262
13.9340669,-8.4265137,-0.844,0.271
16.7729866,-2.4938965,-0.151,0.306
10.6714043,-7.6354980,-0.816,0.261
12.0715524,-6.0534668,-0.566,0.273
14.6367386,-3.8562012,-0.874,0.276
15.0402957,-4.7790527,-0.016,0.261
12.6724962,-5.3503418,-0.197,0.283
15.0402957,-8.8220215,-0.579,0.278
11.2753865,-5.5261230,-0.312,0.303
15.5066188,-3.1970215,-0.592,0.254
12.2433913,-11.1511230,-0.175,0.248
13.2934109,-9.1955566,-0.286,0.268
13.8060751,-6.2292480,-0.378,0.320
15.3371669,-9.5471191,-0.734,0.281
15.2947823,-1.7028809,-0.250,0.276
16.6677684,-2.8894043,-0.447,0.285
13.6993616,-3.5046387,-0.818,0.255
14.4027591,-3.9221191,-1.010,0.277
13.3789314,-7.8332520,-0.561,0.269
14.8492310,-5.7897949,-0.579,0.273
12.0285754,-10.6457520,-0.527,0.249
16.1619207,-3.8781738,-0.676,0.275
13.2720261,-7.4157715,-0.796,0.271
14.3389038,-2.7575684,-0.690,0.266
12.3936586,-4.5593262,-0.157,0.262
14.9553991,-4.3835449,-0.520,0.258
14.1685340,-11.2390137,-0.081,0.303
12.3292689,-4.4274902,-0.516,0.261
14.5729506,-3.4387207,-0.206,0.258
12.5867322,-6.4929199,-0.641,0.329
12.9938527,-9.5471191,-0.569,0.283
10.9304048,-5.5920410,-0.583,0.272
12.5652867,-8.9758301,-0.882,0.297
14.2963234,-3.8562012,-0.421,0.260
12.6939327,-5.6579590,-0.508,0.267
14.5304150,-3.4606934,-0.645,0.272
12.3292689,-7.3278809,-0.660,0.264
13.1436775,-6.0754395,-0.001,0.294
11.6845141,-7.8991699,-0.614,0.304
15.4642688,-3.4606934,-0.210,0.258
12.7796606,-7.3498535,-0.709,0.287
14.5304150,-9.1955566,-0.126,0.495
15.4854449,-3.1970215,-0.163,0.254
11.7705700,-6.0754395,-0.526,0.265
12.5009395,-5.9216309,-0.524,0.264
12.2863336,-6.6467285,-0.894,0.275
12.8439375,-5.0427246,-0.495,0.266
16.9201944,-0.6481934,-0.419,0.285
14.5516838,-11.3049316,0.089,0.415
12.0500648,-4.7790527,0.002,0.273
13.3789314,-7.4816895,-0.081,0.273
10.8225151,-7.9870605,-0.250,0.263
11.2107336,-5.7897949,-0.715,0.279
11.6845141,-5.4602051,-0.774,0.267
13.7847363,-6.1193848,-0.251,0.334
11.8565990,-5.3283691,-0.726,0.270
13.1650736,-5.1965332,-0.232,0.286
15.5066188,-7.7893066,-0.324,0.277
10.6282159,-6.5588379,-0.661,0.259
11.8135879,-8.3825684,-0.179,0.261
14.0193555,-5.1525879,-0.001,0.262
12.5652867,-6.0534668,-0.732,0.265
11.3184804,-5.5700684,-0.393,0.283
14.7642589,-8.1848145,-0.381,0.295
12.1145226,-4.6472168,-0.133,0.286
11.3615678,-7.5036621,-0.501,0.295
11.3400249,-6.9104004,-0.878,0.279
12.3721972,-8.0529785,-0.390,0.284
14.4453192,-12.2058105,-0.062,0.394
14.3814760,-7.6574707,0.158,0.296
12.4794869,-4.7131348,-0.577,0.260
12.1145226,-5.5700684,-0.443,0.267
15.0190747,-3.8342285,-0.744,0.290
18.1354112,1.4831543,-0.078,0.266
14.8279911,-1.1975098,-0.244,0.250
12.9081979,-11.0632324,-0.385,0.256
10.9735497,-8.0969238,-0.864,0.274
14.7430107,-11.2170410,-0.097,0.269
13.0580745,-6.0974121,-0.689,0.265
13.9340669,-4.3835449,-0.139,0.259
12.9938527,-6.4489746,-0.557,0.284
11.8996033,-6.6027832,-0.445,0.272
15.0615146,-7.9870605,-0.448,0.268
14.4240402,-3.4606934,-0.626,0.261
10.5418209,-7.1960449,-0.347,0.274
12.5223904,-7.7673340,-0.285,0.298
12.2004420,-6.0534668,-0.163,0.265
11.3400249,-6.0754395,-0.585,0.337
12.5223904,-5.2624512,-0.696,0.268
12.4580325,-6.8444824,-0.536,0.278
14.2537350,-5.5041504,-0.573,0.283
15.4642688,-3.8122559,-0.625,0.265
15.6336167,-4.6472168,-0.206,0.287
13.6993616,-11.5686035,-0.865,0.275
15.1251586,-3.6584473,-0.601,0.275
15.0827314,-2.1203613,-0.766,0.244
11.4046486,-8.3166504,-0.039,0.281
13.0580745,-8.7780762,-0.527,0.259
13.3147939,-6.2731934,-0.746,0.329
13.4857894,-4.6911621,-0.793,0.289
12.0930384,-5.4382324,-0.628,0.259
12.3078021,-6.5148926,-0.814,0.268
12.3936586,-8.0529785,-0.721,0.299
13.1222796,-6.3610840,-0.519,0.271
11.3400249,-5.5920410,-0.222,0.268
12.5867322,-5.1965332,-0.796,0.261
13.5071552,-7.3937988,-0.630,0.311
14.8492310,-7.4816895,-0.010,0.277
12.0715524,-4.8889160,-0.158,0.263
14.5091441,-3.7902832,-0.581,0.265
12.4151184,-8.5144043,-0.562,0.268
14.5516838,-8.5803223,-0.397,0.299
13.3575541,-7.5476074,-0.255,0.283
14.4027591,-5.8776855,-0.842,0.278
16.4782298,-3.1530762,-0.868,0.320
10.8440961,-7.5256348,-0.731,0.263
14.3814760,-10.6677246,-0.542,0.263
16.4360849,-3.6584473,-0.257,0.301
12.2648633,-6.6027832,-0.032,0.270
12.6510579,-5.7458496,-0.704,0.321
15.8662413,-2.7795410,-0.739,0.310
11.8996033,-6.3610840,-0.717,0.268
15.0190747,-8.9978027,-0.295,0.278
12.4580325,-4.8229980,-0.349,0.258
16.2463197,0.5383301,-0.367,0.268
15.1039461,-5.2404785,-0.615,0.265
13.2292507,-6.4929199,-0.594,0.297
13.3361750,-6.0754395,-0.194,0.294
16.5203656,-3.3288574,-0.693,0.278
15.7182383,1.1755371,-0.646,0.256
11.0382553,-7.0642090,-0.988,0.261
12.1360050,-5.3942871,-0.032,0.260
16.8360897,-2.0324707,-0.385,0.286
13.5925995,-7.7014160,-0.650,0.274
11.7705700,-6.1633301,-1.180,0.262
14.7642589,-3.3068848,-0.247,0.276
10.3473437,-6.0095215,-0.360,0.253
11.5338520,-7.1520996,-0.603,0.295
18.4483464,1.1096191,-0.767,0.266
12.0930384,-6.8884277,-0.691,0.264
11.5338520,-6.6247559,-0.503,0.266
13.6139558,-8.4484863,-0.660,0.280
12.9510290,-4.8010254,-0.660,0.261
10.7145865,-5.5700684,-0.597,0.266
13.6993616,-3.7243652,-0.754,0.261
11.4907908,-7.3498535,-0.305,0.264
13.3789314,-11.8762207,-0.269,0.469
10.3257277,-6.9982910,-0.604,0.254
13.2506393,-6.5588379,-0.534,0.274
16.0774856,-3.5485840,-0.589,0.286
13.7420528,-3.4387207,-0.665,0.257
12.0285754,-6.8664551,-0.650,0.264
15.1039461,-3.9440918,-0.291,0.267
13.4644216,-11.3049316,-0.797,0.253
16.7519476,-2.3181152,-0.304,0.278
14.8279911,-2.9992676,-0.632,0.272
12.6939327,-11.0192871,-0.208,0.284
15.6124559,0.5163574,-0.946,0.279
14.5516838,-2.0544434,-0.300,0.261
13.4430519,-4.0319824,-0.666,0.252
12.0070844,-6.0534668,-0.039,0.287
18.1354112,2.2521973,-0.656,0.258
10.7361753,-6.0314941,-0.503,0.295
14.2537350,-2.1862793,-0.573,0.248
14.8067491,-2.5378418,-0.705,0.250
14.6579971,-4.3835449,-0.425,0.261
13.7207082,-5.3723145,-0.444,0.265
14.6792536,-5.9436035,-0.617,0.281
13.1864679,-9.4592285,-0.525,0.301
15.4854449,-8.8659668,-0.558,0.273
14.4453192,-10.3820801,-0.553,0.271
12.3292689,-6.9104004,-0.615,0.268
13.0366691,-7.1740723,-0.134,0.273
12.6510579,-5.6799316,-0.160,0.277
13.8274120,-4.2077637,-0.424,0.353
14.5304150,-5.2624512,-0.614,0.261
13.3147939,-6.1853027,-0.350,0.279
14.9129381,-4.7570801,-0.105,0.257
14.4027591,-7.9650879,-0.978,0.309
12.1574857,-7.0861816,-0.545,0.276
12.2433913,-5.5261230,-0.557,0.294
14.4240402,-5.9216309,-0.253,0.395
15.3583559,-10.7116699,-0.605,0.266
12.9296144,-4.8229980,-0.799,0.263
15.2099875,-2.7355957,-0.391,0.249
16.5835521,-3.1091309,-0.480,0.278
13.4216803,-7.8332520,-0.365,0.270
13.2720261,-7.5036621,-0.566,0.270
15.1675773,-0.6262207,-0.704,0.276
12.3936586,-6.6467285,-0.169,0.285
12.0930384,-6.5368652,-0.282,0.282
12.1574857,-8.1628418,-0.670,0.261
12.0930384,-8.3386230,-0.288,0.295
12.5223904,-8.7341309,-0.430,0.279
15.1039461,-1.9445801,-0.545,0.245
13.0366691,-9.8547363,-0.360,0.289
13.3147939,-7.6354980,-0.617,0.272
12.2433913,-6.2731934,-0.595,0.266
15.8028247,-3.7902832,-0.593,0.295
13.2292507,-5.4382324,-0.440,0.263
12.2433913,-4.7131348,-0.759,0.253
12.6510579,-6.7565918,-0.372,0.283
14.6579971,-5.9436035,-0.373,0.280
12.7796606,-7.0861816,-0.330,0.400
12.6510579,-7.7233887,0.175,0.348
14.4453192,-9.3713379,-0.702,0.281
12.3078021,-5.1745605,-0.841,0.269
14.3601909,-6.0314941,-0.273,0.281
11.1029466,-5.4382324,-0.849,0.256
13.6993616,-6.6467285,-0.541,0.278
12.5438394,-5.4162598,-0.499,0.262
15.0190747,-1.7028809,-0.431,0.245
11.1029466,-8.2946777,-0.532,0.275
12.1145226,-5.4382324,-0.779,0.259
11.7490585,-6.0314941,-0.810,0.293
10.9735497,-6.9543457,-0.613,0.259
12.4580325,-5.0207520,-0.287,0.276
14.4027591,-10.4479980,-0.918,0.268
14.5091441,-4.8229980,-0.383,0.256
15.6336167,-0.4943848,-0.718,0.266
11.8565990,-6.1193848,-0.823,0.270
12.7796606,-4.7131348,-0.688,0.257
14.9766264,0.6481934,-0.921,0.261
13.0580745,-5.5700684,-0.699,0.262
12.8439375,-5.5261230,-0.846,0.288
11.7920798,-5.9216309,-0.662,0.268
11.4477230,-6.3391113,-0.340,0.280
13.7633955,-8.4704590,-0.700,0.269
13.2720261,-6.8225098,-0.652,0.284
15.3371669,-9.9645996,-0.864,0.285
13.4430519,-5.9216309,-0.714,0.306
12.3936586,-6.4270020,-0.139,0.279
12.5867322,-5.6359863,-0.790,0.281
15.4219101,-0.9777832,-0.718,0.249
14.6792536,-10.2062988,-0.501,0.363
14.4453192,-3.2629395,-0.471,0.253
13.1008797,-8.2727051,-0.303,0.284
13.4003068,-6.0314941,-0.314,0.271
11.6414761,-7.7893066,-0.695,0.264
12.3721972,-5.6799316,-0.895,0.354
14.6792536,-8.7561035,-1.041,0.291
13.7633955,-10.3820801,-0.485,0.268
11.5553801,-5.6579590,-0.539,0.279
11.1245072,-7.7453613,-0.836,0.262
14.7217604,-5.1086426,-0.653,0.257
13.1864679,-9.1735840,-0.495,0.271
10.8225151,-7.3718262,-0.816,0.264
14.3176146,-10.3820801,-0.554,0.271
13.0152618,-11.0412598,-0.435,0.278
11.0166883,-7.7014160,-0.509,0.261
13.9127399,-8.2946777,-0.775,0.277
12.7582314,-6.1633301,-0.773,0.270
15.6970862,2.7355957,-0.526,0.277
11.7275454,-5.5261230,-0.670,0.284
15.9718913,-3.6364746,-0.532,0.275
10.7793483,-6.0534668,0.399,0.427
12.6724962,-5.7238770,0.747,0.421
12.6510579,-7.0861816,-0.692,0.287
13.2292507,-5.6579590,-0.527,0.285
13.8487469,-10.4699707,-0.428,0.271
13.6139558,-5.1525879,-0.677,0.258
12.5867322,-6.3830566,-0.163,0.293
12.1574857,-8.8220215,-0.941,0.269
14.4878712,-3.6364746,-0.873,0.269
13.9767151,-3.8342285,-0.429,0.256
12.5438394,-4.5593262,-0.725,0.261
12.3507339,-11.3708496,-0.579,0.249
12.6724962,-11.0852051,0.203,0.392
13.3575541,-9.4812012,-0.494,0.321
12.5009395,-11.0192871,-0.466,0.368
12.2433913,-4.7351074,-0.802,0.270
12.4151184,-5.0646973,-0.644,0.265
15.5066188,0.6701660,-0.752,0.270
13.5498812,-10.0744629,-0.695,0.258
12.0500648,-5.1306152,-0.652,0.259
13.9980363,-4.0319824,-1.121,0.259
13.4003068,-3.6804199,-0.919,0.255
13.9553920,-3.7683105,-0.581,0.259
12.3936586,-7.4597168,-0.532,0.281
11.2107336,-7.5036621,-0.711,0.269
12.8010881,-6.2512207,-0.822,0.301
15.5277906,-4.6252441,-0.057,0.296
15.1251586,-1.9226074,-0.818,0.245
13.4003068,-6.1413574,-0.475,0.385
13.8914108,-4.8229980,0.070,0.339
13.9767151,-10.7336426,-0.736,0.263
12.4365763,-11.3708496,-0.452,0.287
12.5223904,-4.6252441,-0.763,0.261
14.8279911,-4.6911621,-0.551,0.257
15.3371669,-8.6682129,-0.525,0.281
15.9930146,-3.2849121,-0.305,0.270
10.4770087,-5.5700684,0.027,0.316
13.5498812,-6.1853027,-0.314,0.299
15.1039461,-3.5705566,-0.880,0.257
15.7605359,0.4284668,-0.534,0.285
14.9553991,-7.7673340,-0.659,0.271
15.8662413,1.9665527,-0.312,0.260
12.3936586,-7.7453613,-0.162,0.279
14.1898373,-10.0305176,-0.404,0.283
11.8996033,-8.6022949,-0.268,0.286
12.8010881,-4.9548340,-0.104,0.281
12.5438394,-7.7014160,0.008,0.294
10.9951198,-6.5808105,-0.491,0.276
12.2648633,-11.2170410,-0.629,0.251
14.3389038,-5.2844238,-0.467,0.263
15.6970862,1.4172363,-0.286,0.255
12.3721972,-5.9436035,-0.587,0.285
14.9341696,-9.0417480,-0.868,0.283
16.4150090,-3.1750488,-0.538,0.282
13.7633955,-5.7678223,-0.375,0.276
11.0382553,-7.8552246,-0.734,0.264
11.9426009,-5.6140137,-0.680,0.263
13.0366691,-5.9655762,-0.776,0.282
11.9426009,-5.3723145,-0.698,0.265
15.8451046,-3.0871582,-0.094,0.258
12.0070844,-8.5803223,-0.250,0.301
12.5223904,-4.6472168,-0.470,0.260
12.2433913,-6.7785645,-0.626,0.271
12.3507339,-7.6794434,-0.286,0.271
13.2720261,-7.6354980,-0.586,0.295
13.5712413,-5.9216309,-0.706,0.269
16.9622326,-1.7907715,-0.411,0.269
13.4430519,-7.3059082,-0.720,0.385
12.7153674,-7.0202637,-0.576,0.273
11.2753865,-5.3942871,-0.347,0.270
13.9127399,-5.7678223,-0.527,0.271
11.1245072,-7.9650879,-0.740,0.265
15.7605359,0.3845215,-0.240,0.272
16.9412147,-1.9006348,-0.211,0.272
13.1650736,-6.9763184,-0.560,0.280
12.2219175,-10.1184082,-0.309,0.253
14.9553991,-10.8215332,-0.764,0.268
12.2219175,-5.5480957,-0.300,0.260
14.4878712,-4.4494629,-0.299,0.260
12.3078021,-6.3610840,-0.594,0.283
11.3184804,-6.2512207,-0.342,0.286
14.4027591,-2.1862793,-0.257,0.247
13.8060751,-3.4387207,-0.607,0.275
10.8656756,-7.2180176,-0.733,0.260
15.3371669,-9.8547363,-0.660,0.299
13.9980363,-5.6140137,-0.273,0.375
15.4642688,-5.6799316,-0.738,0.267
14.5516838,-9.1735840,-0.423,0.402
15.2735868,-2.3181152,0.123,0.246
14.8279911,-10.8874512,-0.319,0.270
13.0152618,-6.8444824,-0.735,0.291
12.8653594,-4.8669434,0.069,0.336
13.4430519,-8.2507324,-0.705,0.268
13.2292507,-7.5256348,-0.850,0.280
13.6780130,-4.1198730,-0.842,0.264
14.7005081,-11.1071777,-0.585,0.277
14.9553991,-4.6911621,-0.676,0.258
14.1898373,-4.5593262,-0.406,0.274
10.8872536,-7.8552246,-0.354,0.261
15.0190747,-9.1955566,-0.394,0.277
17.0252724,-1.5051270,-0.850,0.287
15.5912928,3.3728027,-0.714,0.261
15.4007275,-6.0095215,-0.080,0.268
12.4151184,-4.7790527,-0.700,0.272
13.1864679,-5.0646973,-0.693,0.288
13.8060751,-6.6467285,-0.289,0.277
10.3905714,-7.2180176,-0.705,0.256
12.1360050,-7.9211426,-0.751,0.297
15.8028247,2.4719238,-0.530,0.287
11.5338520,-5.4821777,-0.719,0.261
12.8867796,-8.8659668,-0.264,0.273
14.6579971,-9.8107910,-1.038,0.280
12.4580325,-6.7346191,-0.432,0.274
14.3601909,-5.2624512,-0.353,0.278
14.5729506,-6.5588379,-0.943,0.274
12.3507339,-6.6027832,0.101,0.269
